human_scores,bleu,chrf,meteor,bertscore,sacrebleu,bary,depth
0.291475981763147,0.5522863805864573,73.52539241436403,0.7781765545685279,0.9493954181671144,55.22863805864568,0.1765543315264607,0.0847968458344735
0.515782984354121,0.4171271470739334,60.864325142453104,0.7631527199270633,0.9556044340133668,41.71271470739333,0.1431472697932906,0.0614919421782943
-0.838481556151142,0.0,45.9501390192707,0.5262536873156342,0.8397196531295776,11.975304252969265,0.3883306528578535,0.0805325674387553
0.87071631798331,0.2791110095779814,56.47635473419509,0.635913736219522,0.925875186920166,27.91110095779814,0.2564762702098058,0.0736758102021911
0.415780440042437,0.1782921965574844,46.76417888450378,0.5678670360110804,0.8507607579231262,17.829219655748453,0.3581400929283427,0.0800410199805618
0.16247390923767,0.1653695512221407,44.43583059112324,0.5715407761405373,0.8378181457519531,16.536955122214078,0.3836880553848177,0.0815137845638998
-1.27689943966679,0.0,34.61633020936831,0.2905832383714907,0.7726038098335266,8.819363798813235,0.4865128226976553,0.0898528671546303
-0.349558825349323,0.1113429732838119,47.08551468390439,0.5021683937877005,0.8745563626289368,11.1342973283812,0.3550865622995578,0.0708623420753966
-0.495557606652807,0.0,41.90206462138018,0.4168680308352389,0.8572186231613159,7.636397704418615,0.4147867690459431,0.074443754398847
-0.822037588039744,0.2587706710288749,65.28579871887742,0.648650406504065,0.8938859701156616,25.87706710288748,0.2740459506346736,0.074775764029341
0.934378986574757,0.2744793825631104,66.64523919499621,0.6968143663134718,0.9254274368286132,27.447938256311044,0.238739249795192,0.0618302200658191
0.320106404964882,0.3088004053872,59.75489365162328,0.5788003708159926,0.9129427075386048,30.880040538720007,0.2646351825358184,0.0722859193247265
0.238591022459627,0.5041869343686662,70.42464720368086,0.829305145229745,0.9643869996070862,50.41869343686661,0.152455321886258,0.0684206726800896
-0.342255185132574,0.3698314495929846,61.025451374775685,0.7120253164556961,0.9221599102020264,36.98314495929848,0.2472443756011756,0.0668847668464767
0.109712012203457,0.4053735377189162,60.58889695539612,0.69011506857435,0.9305258989334106,40.53735377189163,0.2297284118586047,0.0625634979980154
0.19903757746216,0.6367875484209586,82.26230756765428,0.8727717260405138,0.9529457688331604,63.67875484209583,0.1586646390916272,0.0786206597297483
-0.48609510323407,0.0,49.63570600665425,0.1470588235294117,0.9011017084121704,8.51528917838043,0.2117563450504205,0.0851447224050139
0.0994981874421939,0.0,35.92769945709696,0.3972366148531951,0.8322713375091553,9.092617426809149,0.3803163606628235,0.0857593903687354
-0.934012768714675,0.2824099048856541,50.92430476859543,0.4888888888888889,0.8952692151069641,28.24099048856542,0.243240878602162,0.072166946459316
0.22006643469884,0.4703532010876974,60.56165797715509,0.6599259764134676,0.9172905087471008,47.03532010876973,0.2767874423533803,0.07886675429212
-0.624790246043349,0.0,56.06391802034998,0.5836685635792779,0.8802492618560791,15.316505441103912,0.3272851861402291,0.0634554158593273
-0.0256189056318994,0.4386433276541994,73.65703194893862,0.8111417202326293,0.951279640197754,43.864332765419945,0.1974635287578491,0.0623368916286756
-0.546223807595952,0.4295625054518952,68.0445897717334,0.7727251824649688,0.9206234216690063,42.9562505451895,0.2677475509139573,0.0740009428308059
-0.531119116434534,0.0,52.52422873647018,0.5408653846153846,0.8641778826713562,11.16199205519306,0.2954097600596987,0.074459612071761
0.361863382311182,0.0,61.24385552508941,0.6176344014830509,0.9153335690498352,11.88359194952101,0.2817802601438351,0.0682428570511513
-0.836382487086582,0.0,18.29155735814276,0.2920471841704718,0.8385854363441467,4.035011337465489,0.4281385686876639,0.0797554442247548
-0.29554102259739,0.3718235809937652,63.08754923905299,0.712710654098829,0.9326023459434508,37.18235809937652,0.1733705382335078,0.0671016638764371
0.163225806728178,0.0,10.912230072687075,0.0641025641025641,0.85675048828125,5.815868174415823,0.3207664694463035,0.0783781406298121
-0.177211000314995,0.0,9.96456899630816,0.0649350649350649,0.798983097076416,5.862502026550896,0.4061924675826192,0.0806601163913843
-0.993520948615814,0.2195022839576006,45.1874567678518,0.4289626648781578,0.8683342337608337,21.95022839576006,0.3794335714146591,0.0750460002577893
0.306234185929952,0.3797516049626967,56.6802779241558,0.5908584169453736,0.9077319502830504,37.97516049626967,0.2446303467162638,0.070785606002243
0.0857992692695894,0.5945014808210357,73.48203657694573,0.7941178853636849,0.949705183506012,59.45014808210353,0.1807142662325441,0.0579590646439439
0.82024630788939,0.7958667887986415,79.8481716608389,0.8792196123732511,0.9745033383369446,79.58667887986422,0.1398001334373929,0.0779787672560959
-0.911995534404944,0.4726679947070175,60.806506820819614,0.6758657551973444,0.9006229639053345,47.26679947070176,0.2301775112960179,0.0660625155704183
-0.766429146477713,0.3963637477229612,51.77090927138214,0.6397112668689193,0.8740664124488831,39.63637477229612,0.2446771356632499,0.0762526061729787
0.34500617177424,0.3357507022071762,58.39788207302453,0.5120258529349438,0.9060598015785216,33.57507022071761,0.2354208926648738,0.0715240300800548
